"ID","Name","Solubility","SMILES Canonical","Smiles (Optimized Geometry)","Energy","Smiles","SlogP","TPSA","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3"
"A-848","(3Z)-hex-3-en-1-yl benzoate",-3.7048974167,"CCC=CCCOC(=O)c1ccccc1","CCC=CCCOC(=O)c1ccccc1",12.094798416346443,"CCC=CCCOC(=O)c1ccccc1",3.1997000000000018,26.3,204.115029752,2,0,5,0,2,0,2,15,31,0,1,1,0,0,0,0,0,1,0,0,0.3076923076923077
"A-851","1,4-dimethyl 2-aminobenzene-1,4-dicarboxylate",-3.7185037648,"COC(=O)c1ccc(C(=O)OC)c(N)c1","COC(=O)c1ccc(C(=O)OC)c(N)c1",4.8190917816681305,"COC(=O)c1ccc(C(=O)OC)c(N)c1",0.8420000000000001,78.62,209.068807832,5,2,2,1,5,0,5,15,26,0,1,1,0,0,0,0,0,1,0,0,0.2
"A-853","8-ethylundecan-1-amine",-3.6976259568,"CCCC(CC)CCCCCCC[NH3+]","CCCC(CC)CCCCCCC[NH3+]",3.3588140025102904,"CCCC(CC)CCCCCCC[NH3+]",3.395200000000001,27.64,200.23727638009,1,3,10,1,0,0,1,14,44,1,0,0,0,0,0,0,0,0,0,0,1
"A-855","dodecanedioic acid",-3.7602414897,"O=C([O-])CCCCCCCCCCC(=O)[O-]","O=C([O-])CCCCCCCCCCC(=O)[O-]",27.87558210383324,"O=C([O-])CCCCCCCCCCC(=O)[O-]",0.38719999999999954,80.25999999999999,228.13725627982,4,0,11,0,4,0,4,16,36,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334
"A-857","4,4,8,8-tetramethyloctahydro-4a,7-methanonaphtho[1,8a-b]oxirene",-4.6529288002,"CC1(C)CCC2OC23C(C)(C)C2CCC13C2","CC1(C)CCC2OC23C(C)(C)C2CCC13C2",52.24371438177948,"CC1(C)CCC2OC32C(C)(C)C2CCC13C2",3.7703000000000033,12.53,220.182715388,1,0,0,0,1,0,1,16,40,4,4,0,4,4,0,1,1,0,3,3,1
"A-861","1-[(9,9-dimethyldecyl)sulfanyl]propan-2-ol",-4.7309406924,"CC(O)CSCCCCCCCCC(C)(C)C","CC(O)CSCCCCCCCCC(C)(C)C",10.830756852800892,"CC(O)CSCCCCCCCCC(C)(C)C",4.877200000000005,20.23,260.217386644,1,1,10,1,2,0,2,17,49,1,0,0,0,0,0,0,0,0,0,0,1
"A-862","dodecanoic acid",-4.6195835711,"CCCCCCCCCCCC(=O)[O-]","CCCCCCCCCCCC(=O)[O-]",2.5535223438531123,"CCCCCCCCCCCC(=O)[O-]",2.6572000000000005,40.129999999999995,199.17035355591,2,0,10,0,2,0,2,14,37,0,0,0,0,0,0,0,0,0,0,0,0.9166666666666666
"A-865","2-ethylhexyl 2-sulfanylacetate",-4.6354816214,"CCCCC(CC)COC(=O)CS","CCCCC(CC)COC(=O)CS",11.530946427641315,"CCCCC(CC)COC(=O)CS",2.675800000000001,26.3,204.11840088,2,0,7,1,3,0,3,13,33,1,0,0,0,0,0,0,0,0,0,0,0.9
"A-867","(1,1-dimethylpropyl)benzene",-4.5007459195,"CCC(C)(C)c1ccccc1","CCC(C)(C)c1ccccc1",22.39810542455369,"CCC(C)(C)c1ccccc1",3.374200000000002,0,148.125200512,0,0,2,0,0,0,0,11,27,0,1,1,0,0,0,0,0,1,0,0,0.45454545454545453
"A-868","2-methyl-4-(2,6,6-trimethylcyclohex-2-en-1-yl)butanal",-4.6532020914,"CC1=CCCC(C)(C)C1C(C)CCC=O","CC1=CCCC(C)(C)C1C(C)CCC=O",21.985273640065635,"CC1=CCCC(C)(C)C1C(C)CCC=O",3.9841000000000033,17.07,208.182715388,1,0,4,0,1,0,1,15,39,2,1,0,0,1,0,0,0,0,0,1,0.7857142857142857
"A-870","2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",-4.4715404278,"C=C1C2CCC(C2)C1(C)C","C=C1C2CCC(C2)C1(C)C",26.850665888049562,"C=C1C2CCC(C2)C1(C)C",2.9987000000000013,0,136.125200512,0,0,0,0,0,0,0,10,26,2,2,0,2,2,0,0,0,0,2,2,0.8
"A-871","2-[2-(4-methylcyclohex-3-en-1-yl)propyl]cyclopentan-1-one",-4.6803670486,"CC1=CCC(C(C)CC2CCCC2=O)CC1","CC1=CCC(C(C)CC2CCCC2=O)CC1",20.893100646937953,"CC1=CCC(C(C)CC2CCCC2=O)CC1",4.128200000000003,17.07,220.182715388,1,0,3,0,1,0,1,16,40,3,2,0,1,2,0,0,0,0,1,2,0.8
"A-874","methyl decanoate",-4.6267485225,"CCCCCCCCCC(=O)OC","CCCCCCCCCC(=O)OC",-11.386236662667748,"CCCCCCCCCC(=O)OC",3.3001000000000023,26.3,186.161979944,2,0,8,0,2,0,2,13,35,0,0,0,0,0,0,0,0,0,0,0,0.9090909090909091
"A-876","1,1,3,3-tetrabutylurea",-4.8205954965,"CCCCN(CCCC)C(=O)N(CCCC)CCCC","CCCCN(CCCC)C(=O)N(CCCC)CCCC",-67.88736634219987,"CCCCN(CCCC)C(=O)N(CCCC)CCCC",4.910800000000005,23.550000000000004,284.282763772,3,0,12,0,1,2,3,20,56,0,0,0,0,0,0,0,0,0,0,0,0.9411764705882353
"A-877","Cedryl methyl ether",-4.7401771795,"CO[C@]1(C)CCC23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C","CO[C@]1(C)CCC23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C",57.05311537609913,"CO[C@]1(C)CCC23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C",4.263900000000004,9.23,236.21401551600002,1,0,1,0,1,0,1,17,45,5,3,0,3,3,0,0,0,0,3,3,1
"A-883","cyclododecyl methyl ether",-4.6835903829,"COC1CCCCCCCCCCC1","COC1CCCCCCCCCCC1",15.22653213555883,"COC1CCCCCCCCCCC1",4.306100000000004,9.23,198.198365452,1,0,1,0,1,0,1,14,40,0,1,0,1,1,0,0,0,0,1,1,1
"A-884","2-ethoxy-2,6,6-trimethyl-9-methylidenebicyclo[3.3.1]nonane",-4.7342962454,"C=C1C2CCC(C)(OCC)C1CCC2(C)C","C=C1C2CCC(C)(OCC)C1CCC2(C)C",44.81154332206426,"C=C1C2CCC(C)(OCC)C1CCC2(C)C",4.184000000000004,9.23,222.198365452,1,0,2,0,1,0,1,16,42,3,2,0,2,2,0,0,0,0,2,2,0.8666666666666667
"A-885","N,N-diethyl[(diethylcarbamothioyl)disulfanyl]carbothioamide",-4.8603775493,"CCN(CC)C(=S)SSC(=S)N(CC)CC","CCN(CC)C(=S)SSC(=S)N(CC)CC",-21.798163584604797,"CCN(CC)C(=S)SSC(=S)N(CC)CC",3.6212000000000026,6.48,296.05093264,2,0,4,0,4,0,6,16,36,0,0,0,0,0,0,0,0,0,0,0,0.8
"A-886","6-amino-2-(2,4-dimethylphenyl)-1H-benzo[de]isoquinoline-1,3(2H)-dione",-4.8916555333,"Cc1ccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c(C)c1","Cc1ccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c(C)c1",51.48356782953321,"Cc1ccc(n2c(=O)c3cccc4c(N)ccc(c34)c2=O)c(C)c1",3.8394400000000024,63.4,316.121177752,4,2,1,1,3,2,4,24,40,0,4,3,0,1,0,0,1,3,0,0,0.1
"A-887","(4-tert-butyl-2,6-dimethylphenyl)acetonitrile",-4.7018118295,"Cc1cc(C(C)(C)C)cc(C)c1CC#N","Cc1cc(C(C)(C)C)cc(C)c1CC#N",33.82834035914977,"Cc1cc(C(C)(C)C)cc(C)c1CC#N",3.6670200000000026,23.79,201.151749608,1,0,1,0,1,0,1,15,34,0,1,1,0,0,0,0,0,1,0,0,0.5
"A-888","3,9-bis[2,4-bis(2-phenylpropan-2-yl)phenoxy]-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane",-7.2319734263,"CC(C)(c1ccccc1)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)c4ccccc4)cc2C(C)(C)c2ccccc2)OC3)c(C(C)(C)c2ccccc2)c1","CC(C)(c1ccccc1)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)c4ccccc4)cc2C(C)(C)c2ccccc2)OC3)c(C(C)(C)c2ccccc2)c1",89.42135025365864,"CC(C)(c1ccccc1)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)c4ccccc4)cc2C(C)(C)c2ccccc2)OC3)c(C(C)(C)c2ccccc2)c1",13.981799999999971,55.38000000000001,852.370862836,6,0,12,0,6,0,8,61,119,0,8,6,2,2,0,2,2,6,0,0,0.32075471698113206
"A-889","Naphthalimide",-4.6928315029,"O=C1NC(=O)c2cccc3cccc1c23","O=C1NC(=O)c2cccc3cccc1c23",20.696580441268488,"O=c1[nH]c(=O)c2cccc3cccc1c23",1.7234,46.17,197.047678464,3,1,0,1,2,2,3,15,22,0,3,2,0,1,0,0,1,2,0,0,0
"A-893","octahydro-2H-1-benzopyran-2-one",-0.5865603256,"O=C1CCC2CCCCC2O1","O=C1CCC2CCCCC2O1",11.948530957810341,"O=C1CCC2CCCCC2O1",1.8821999999999999,26.3,154.099379688,2,0,0,0,2,0,2,11,25,2,2,0,2,2,0,1,1,0,1,1,0.8888888888888888
"A-895","methyl 4-methylbenzoate",-2.5767203524,"COC(=O)c1ccc(C)cc1","COC(=O)c1ccc(C)cc1",8.469897721976736,"COC(=O)c1ccc(C)cc1",1.78162,26.3,150.06807956,2,0,1,0,2,0,2,11,21,0,1,1,0,0,0,0,0,1,0,0,0.2222222222222222
"A-896","2-benzyl-4,4,6-trimethyl-1,3-dioxane",-2.7446854432,"CC1CC(C)(C)OC(Cc2ccccc2)O1","CC1CC(C)(C)OC(Cc2ccccc2)O1",9.53299100432678,"CC1CC(C)(C)OC(Cc2ccccc2)O1",3.159200000000002,18.46,220.14632988,2,0,2,0,2,0,2,16,36,2,2,1,1,1,0,1,1,1,0,0,0.5714285714285714
"A-898","benzene-1,2-diamine",-0.4396098787,"Nc1ccccc1N","Nc1ccccc1N",15.251882956633157,"Nc1ccccc1N",0.851,52.04,108.06874825599999,2,4,0,2,2,0,2,8,16,0,1,1,0,0,0,0,0,1,0,0,0
"A-901","1,2-benzisothiazol-3(2H)-one 1,1-dioxide",-1.6718324141,"O=C1NS(=O)(=O)c2ccccc21","O=C1NS(=O)(=O)c2ccccc21",-54.81585086260907,"O=C1NS(=O)(=O)c2ccccc12",0.11869999999999997,63.24,182.99901402,4,1,0,1,3,1,5,12,17,0,2,1,0,1,0,0,1,1,0,0,0
"A-906","3,7-dimethyloctanenitrile",-3.5877591379,"CC(C)CCCC(C)CC#N","CC(C)CCCC(C)CC#N",2.8237784165031887,"CC(C)CCCC(C)CC#N",3.3624800000000024,23.79,153.151749608,1,0,5,0,1,0,1,11,30,1,0,0,0,0,0,0,0,0,0,0,0.9
"A-908","1-[3-(2-oxoazepane-1-carbonyl)benzoyl]azepan-2-one",-3.9583461947,"O=C1CCCCCN1C(=O)c1cccc(C(=O)N2CCCCCC2=O)c1","O=C1CCCCCN1C(=O)c1cccc(C(=O)N2CCCCCC2=O)c1",-10.446854062222386,"O=C1CCCCCN1C(=O)c1cccc(C(=O)N2CCCCCC2=O)c1",2.7722000000000016,74.76,356.173607248,6,0,2,0,4,4,6,26,50,0,3,1,2,2,0,2,2,1,0,0,0.5
"A-909","6,10-dimethylundeca-5,9-dien-2-one",-3.6974484249,"CC(=O)CCC=C(C)CCC=C(C)C","CC(=O)CCC=C(C)CCC=C(C)C",6.448515517171413,"CC(=O)CCC=C(C)CCC=C(C)C",4.048300000000003,17.07,194.167065324,1,0,6,0,1,0,1,14,36,0,0,0,0,0,0,0,0,0,0,0,0.6153846153846154
"A-914","prop-2-en-1-yl hexanoate",-2.6105517594,"C=CCOC(=O)CCCCC","C=CCOC(=O)CCCCC",-19.11555534085024,"C=CCOC(=O)CCCCC",2.2959000000000005,26.3,156.115029752,2,0,6,0,2,0,2,11,27,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666
"A-924","diisopropyl succinate",-1.7293168462,"CC(C)OC(=O)CCC(=O)OC(C)C","CC(C)OC(=O)CCC(=O)OC(C)C",-38.25532685752266,"CC(C)OC(=O)CCC(=O)OC(C)C",1.6698,52.60000000000001,202.120509056,4,0,5,0,4,0,4,14,32,0,0,0,0,0,0,0,0,0,0,0,0.8
"A-930","4-(2-methylbutan-2-yl)cyclohexan-1-one",-2.6568927779,"CCC(C)(C)C1CCC(=O)CC1","CCC(C)(C)C1CCC(=O)CC1",19.21595796633305,"CCC(C)(C)C1CCC(=O)CC1",3.1819000000000015,17.07,168.15141526,1,0,2,0,1,0,1,12,32,0,1,0,1,1,0,0,0,0,1,1,0.9090909090909091
"A-932","4-methanesulfonyl-1-methyl-2-nitrobenzene",-2.7647010816,"Cc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-]","Cc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-]",29.48816529629182,"Cc1ccc(S(=O)(=O)C)cc1[N+](=O)[O-]",1.30672,77.28,215.025228768,5,0,2,0,4,0,6,14,23,0,1,1,0,0,0,0,0,1,0,0,0.25
"A-935","methyl non-2-ynoate",-3.6518876662,"CCCCCCC#CC(=O)OC","CCCCCCC#CC(=O)OC",-5.231201899535765,"CCCCCCC#CC(=O)OC",2.1332000000000004,26.3,168.115029752,2,0,4,0,2,0,2,12,28,0,0,0,0,0,0,0,0,0,0,0,0.7
"A-936","decan-1-ol",-3.6312380365,"CCCCCCCCCCO","CCCCCCCCCCO",-0.7573330345587036,"CCCCCCCCCCO",3.119400000000002,20.23,158.167065324,1,1,8,1,1,0,1,11,33,0,0,0,0,0,0,0,0,0,0,0,1
"A-939","triphenylphosphine oxide",-2.8774727952,"O=P(c1ccccc1)(c1ccccc1)c1ccccc1","O=P(c1ccccc1)(c1ccccc1)c1ccccc1",41.30468403549369,"O=P(c1ccccc1)(c1ccccc1)c1ccccc1",3.3260000000000014,17.07,278.08605173,1,0,3,0,1,0,2,20,35,0,3,3,0,0,0,0,0,3,0,0,0
"A-944","2-(2-naphthyloxy)ethanol",-2.7142946902,"OCCOc1ccc2ccccc2c1","OCCOc1ccc2ccccc2c1",39.03686190860947,"OCCOc1ccc2ccccc2c1",2.2108999999999996,29.46,188.083729624,2,1,3,1,2,0,2,14,26,0,2,2,0,0,0,0,0,2,0,0,0.16666666666666666
"A-950","butoxybenzene",-3.6132495633,"CCCCOc1ccccc1","CCCCOc1ccccc1",21.36383954102395,"CCCCOc1ccccc1",2.8655000000000017,9.23,150.104465068,1,0,4,0,1,0,1,11,25,0,1,1,0,0,0,0,0,1,0,0,0.4
"A-951","2-[2-(benzoyloxy)ethoxy]ethyl benzoate",-3.937488879,"O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1","O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1",38.4312842693822,"O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1",2.7170000000000005,61.830000000000005,314.11542367600003,5,0,8,0,5,0,5,23,41,0,2,2,0,0,0,0,0,2,0,0,0.2222222222222222
"A-953","(Z)-N-9-octadecenylpropane-1,3-diamine",-3.9550420009,"CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH3+]","CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH3+]",45.42339915978566,"CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH3+]",4.219300000000001,44.25,326.36500231218,2,5,19,2,0,0,2,23,69,0,0,0,0,0,0,0,0,0,0,0,0.9047619047619048
"A-959","[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methanol",-1.7920737105,"Cc1c(OCC(F)(F)F)ccnc1CO","Cc1c(OCC(F)(F)F)ccnc1CO",61.43991715658652,"Cc1c(OCC(F)(F)F)ccnc1CO",1.8234199999999996,42.35,221.06636322,3,1,3,1,3,0,6,15,25,0,1,1,0,0,1,0,0,0,0,0,0.4444444444444444
"A-961","(2E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoic acid",-2.830470194,"COc1cc(C=CC(=O)[O-])cc(OC)c1OC","COc1cc(C=CC(=O)[O-])cc(OC)c1OC",52.729257655253626,"COc1cc(C=CC(=O)[O-])cc(OC)c1OC",0.47550000000000003,67.82000000000001,237.07684709591,5,0,5,0,5,0,5,17,30,0,1,1,0,0,0,0,0,1,0,0,0.25
"A-969","1,2,3,4-tetrahydronaphthalene",-3.5673681389,"c1ccc2c(c1)CCCC2","c1ccc2c(c1)CCCC2",21.621043100675237,"c1ccc2c(c1)CCCC2",2.5654000000000003,0,132.093900384,0,0,0,0,0,0,0,10,22,0,2,1,0,1,0,0,0,1,0,1,0.4
"A-971","1,6-dibutyl hexanedioate",-3.8681538696,"CCCCOC(=O)CCCCC(=O)OCCCC","CCCCOC(=O)CCCCC(=O)OCCCC",-22.544833018203363,"CCCCOC(=O)CCCCC(=O)OCCCC",3.2334000000000023,52.60000000000001,258.183109312,4,0,11,0,4,0,4,18,44,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571
"A-972","ethyl phenyl(2,4,6-trimethylbenzoyl)phosphinate",-3.9560819473,"CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1","CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1",75.10069736657034,"CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1",4.392160000000003,43.370000000000005,316.122831162,3,0,5,0,3,0,4,22,43,1,2,2,0,0,0,0,0,2,0,0,0.2777777777777778
"A-973","2-tert-butyl-5-methylphenol",-2.672674663,"Cc1ccc(C(C)(C)C)c(O)c1","Cc1ccc(C(C)(C)C)c(O)c1",21.049112115708443,"Cc1ccc(C(C)(C)C)c(O)c1",2.998120000000001,20.23,164.120115132,1,1,0,1,1,0,1,12,28,0,1,1,0,0,0,0,0,1,0,0,0.45454545454545453
"A-974","dimethyl 2-nitroterephthalate",-2.8359048818,"COC(=O)c1ccc(C(=O)OC)c([N+](=O)[O-])c1","COC(=O)c1ccc(C(=O)OC)c([N+](=O)[O-])c1",-11.444084969086576,"COC(=O)c1ccc(C(=O)OC)c([N+](=O)[O-])c1",1.168,95.74000000000001,239.042987008,7,0,3,0,6,0,7,17,26,0,1,1,0,0,0,0,0,1,0,0,0.2
"A-976","6-(prop-2-enoyloxy)hexyl prop-2-enoate",-2.8193366955,"C=CC(=O)OCCCCCCOC(=O)C=C","C=CC(=O)OCCCCCCOC(=O)C=C",-16.380999632828477,"C=CC(=O)OCCCCCCOC(=O)C=C",2.0052,52.6,226.120509056,4,0,9,0,4,0,4,16,34,0,0,0,0,0,0,0,0,0,0,0,0.5
"A-978","N,N-dimethyldecanamide",-2.7681111795,"CCCCCCCCCC(=O)N(C)C","CCCCCCCCCC(=O)N(C)C",-17.431110682002213,"CCCCCCCCCC(=O)N(C)C",3.215300000000002,20.310000000000002,199.19361442,2,0,8,0,1,1,2,14,39,0,0,0,0,0,0,0,0,0,0,0,0.9166666666666666
"A-982","4-[(E)-2-phenyldiazen-1-yl]aniline",-3.7597030757,"Nc1ccc(N=Nc2ccccc2)cc1","Nc1ccc(N=Nc2ccccc2)cc1",37.713416456585534,"Nc1ccc(N=Nc2ccccc2)cc1",3.6842000000000015,50.739999999999995,197.095297352,3,2,2,1,3,0,3,15,26,0,2,2,0,0,0,0,0,2,0,0,0
"A-986","(2,2,3-trimethylcyclopent-3-en-1-yl)acetonitrile",-2.6475372328,"CC1=CCC(CC#N)C1(C)C","CC1=CCC(CC#N)C1(C)C",12.498229081051504,"CC1=CCC(CC#N)C1(C)C",2.8924800000000017,23.79,149.12044948,1,0,1,0,1,0,1,11,26,1,1,0,0,1,0,0,0,0,0,1,0.7
"A-988","2-tert-butyl-4-methylphenol",-2.6917536232,"Cc1ccc(O)c(C(C)(C)C)c1","Cc1ccc(O)c(C(C)(C)C)c1",19.226771236088883,"Cc1ccc(O)c(C(C)(C)C)c1",2.998120000000001,20.23,164.120115132,1,1,0,1,1,0,1,12,28,0,1,1,0,0,0,0,0,1,0,0,0.45454545454545453
"A-991","tris(prop-2-en-1-yloxy)-1,3,5-triazine",-2.8742257802,"C=CCOc1nc(OCC=C)nc(OCC=C)n1","C=CCOc1nc(OCC=C)nc(OCC=C)n1",-189.25812701874577,"C=CCOc1nc(OCC=C)nc(OCC=C)n1",1.5659999999999998,66.36,249.11134134,6,0,9,0,6,0,6,18,33,0,1,1,0,0,1,0,0,0,0,0,0.25
"A-993","valeric acid",-0.490652149,"CCCCC(=O)[O-]","CCCCC(=O)[O-]",3.2691905763295295,"CCCCC(=O)[O-]",-0.07350000000000012,40.129999999999995,101.06080310791,2,0,3,0,2,0,2,7,16,0,0,0,0,0,0,0,0,0,0,0,0.8
"A-994","3-methyl-4-phenylbutan-2-ol",-1.6969729899,"CC(O)C(C)Cc1ccccc1","CC(O)C(C)Cc1ccccc1",16.221551640233464,"CC(O)C(C)Cc1ccccc1",2.2460000000000004,20.23,164.120115132,1,1,3,1,1,0,1,12,28,2,1,1,0,0,0,0,0,1,0,0,0.45454545454545453
"A-995","1,3-diethyl 2-butylpropanedioate",-2.8164963969,"CCCCC(C(=O)OCC)C(=O)OCC","CCCCC(C(=O)OCC)C(=O)OCC",-35.75860731376131,"CCCCC(C(=O)OCC)C(=O)OCC",1.919,52.60000000000001,216.13615912,4,0,7,0,4,0,4,15,35,0,0,0,0,0,0,0,0,0,0,0,0.8181818181818182
"A-996","2-(2-undecyl-4,5-dihydro-1H-imidazol-1-yl)ethanol",-3.8986556211,"CCCCCCCCCCCC1=[NH+]CCN1CCO","CCCCCCCCCCCC1=[NH+]CCN1CCO",41.302902891823805,"CCCCCCCCCCCC1=[NH+]CCN1CCO",1.6942999999999995,37.44,269.25874009609,3,2,12,2,2,0,3,19,52,0,1,0,0,1,0,0,1,0,0,0,0.9375
"A-998","4-(4-hydroxyphenyl)phenol",-3.7423730992,"Oc1ccc(-c2ccc(O)cc2)cc1","Oc1ccc(-c2ccc(O)cc2)cc1",31.577917621125305,"Oc1ccc(c2ccc(O)cc2)cc1",2.764800000000001,40.46,186.06807956,2,2,1,2,2,0,2,14,24,0,2,2,0,0,0,0,0,2,0,0,0
"A-999","1,4-bis[(E)-prop-1-enoxy]cyclohexane 1,4-di(prop-1-enoxy)cyclohexane",-3.9037320907,"CC=COC1CCC(OC=CC)CC1","CC=COC1CCC(OC=CC)CC1",5.844453251482374,"CC=COC1CCC(OC=CC)CC1",3.3980000000000024,18.46,196.14632988,2,0,4,0,2,0,2,14,34,0,1,0,1,1,0,0,0,0,1,1,0.6666666666666666
"A-1000","1,7-dioxacycloheptadecan-8-one",-3.8838494997,"O=C1CCCCCCCCCOCCCCCO1","O=C1CCCCCCCCCOCCCCCO1",1.4075863644789095,"O=C1CCCCCCCCCOCCCCCO1",3.850900000000003,35.53,256.203844756,3,0,0,0,3,0,3,18,46,0,1,0,1,1,0,1,1,0,0,0,0.9333333333333333
"A-1002","9-Methylnonadecane",-6.4511045339,"CCCCCCCCCCC(C)CCCCCCCC","CCCCCCCCCCC(C)CCCCCCCC",1.0909972840862718,"CCCCCCCCCCC(C)CCCCCCCC",7.903900000000008,0,282.328651344,0,0,16,0,0,0,0,20,62,1,0,0,0,0,0,0,0,0,0,0,1
"A-1003","(E)-(carbamoylimino)urea; (Z)-(carbamoylimino)urea",-3.5462434596,"NC(=O)N=NC(N)=O","NC(=O)N=NC(N)=O",23.42957576183153,"NC(=O)N=NC(=O)N",-0.40399999999999986,110.9,116.033425368,6,4,0,2,2,4,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0
"A-1004","2,4-di-tert-butylphenol",-3.7960463334,"CC(C)(C)c1ccc(O)c(C(C)(C)C)c1","CC(C)(C)c1ccc(O)c(C(C)(C)C)c1",25.837102141559004,"CC(C)(C)c1ccc(O)c(C(C)(C)C)c1",3.987200000000003,20.23,206.167065324,1,1,0,1,1,0,1,15,37,0,1,1,0,0,0,0,0,1,0,0,0.5714285714285714
"A-1005","3-(4-tert-butylphenyl)-2-methylpropanal",-3.7917820609,"CC(C=O)Cc1ccc(C(C)(C)C)cc1","CC(C=O)Cc1ccc(C(C)(C)C)cc1",19.499278212393985,"CC(C=O)Cc1ccc(C(C)(C)C)cc1",3.361600000000002,17.07,204.15141526,1,0,3,0,1,0,1,15,35,1,1,1,0,0,0,0,0,1,0,0,0.5
"A-1006","3-amino-4-methoxy-N-phenylbenzamide",-3.86580004,"COc1ccc(C(=O)Nc2ccccc2)cc1N","COc1ccc(C(=O)Nc2ccccc2)cc1N",41.79317577237582,"COc1ccc(C(=O)Nc2ccccc2)cc1N",2.5297,64.35,242.105527688,4,3,3,2,3,1,4,18,32,0,2,2,0,0,0,0,0,2,0,0,0.07142857142857142
"A-1011","2,2',2'',2'''-(ethane-1,2-diyldinitrilo)tetraacetonitrile",-2.8204043469,"N#CCN(CC#N)CCN(CC#N)CC#N","N#CCN(CC#N)CCN(CC#N)CC#N",111.97239742047854,"N#CCN(CC#N)CCN(CC#N)CC#N",-0.31528,101.63999999999999,216.11234438399998,6,0,7,0,6,0,6,16,28,0,0,0,0,0,0,0,0,0,0,0,0.6
"A-1013","tert-butyl benzenecarboperoxoate",-2.7764329492,"CC(C)(C)OOC(=O)c1ccccc1","CC(C)(C)OOC(=O)c1ccccc1",38.11544421373432,"CC(C)(C)OOC(=O)c1ccccc1",2.573500000000001,35.53,194.094294308,3,0,2,0,3,0,3,14,28,0,1,1,0,0,0,0,0,1,0,0,0.36363636363636365
"A-1015","3,7-dimethyloctan-3-ol",-2.6942897822,"CCC(C)(O)CCCC(C)C","CCC(C)(O)CCCC(C)C",7.0546911653652735,"CCC(C)(O)CCCC(C)C",2.973700000000002,20.23,158.167065324,1,1,5,1,1,0,1,11,33,1,0,0,0,0,0,0,0,0,0,0,1
"A-1016","5-methoxy-1,3-dihydro-2H-benzimidazole-2-thione",-2.7506819237,"COc1ccc2[nH]c(=S)[nH]c2c1","COc1ccc2c(c1)NC(=S)N2",31.34677313796484,"COc1ccc2c(c1)[nH]c(=S)[nH]2",1.8174999999999997,33.29,180.035733876,3,2,1,2,2,0,4,12,20,0,2,1,0,1,0,0,1,1,0,0,0.125
"A-1021","2-({[6-(oxiran-2-ylmethoxy)naphthalen-1-yl]oxy}methyl)oxirane",-3.9191737976,"c1cc(OCC2CO2)c2ccc(OCC3CO3)cc2c1","c1cc(OCC2CO2)c2ccc(OCC3CO3)cc2c1",47.71499249207511,"c1cc(OCC2CO2)c2ccc(OCC3CO3)cc2c1",2.3950000000000005,43.519999999999996,272.104858992,4,0,6,0,4,0,4,20,36,2,4,2,2,2,0,2,2,2,0,0,0.375
"A-1022","(2E)-3,7-dimethylocta-2,6-dien-1-yl formate",-3.7461507617,"CC(C)=CCCC(C)=CCOC=O","CC(C)=CCCC(C)=CCOC=O",-6.0894959487795255,"CC(=CCCC(=CCOC=O)C)C",2.852100000000001,26.3,182.130679816,2,0,6,0,2,0,2,13,31,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454
